hours_grown1,hours_grown2,gene_downstream,fl_mean_log1,fl_mean_log2,fl_var_log1,fl_var_log2,cor_mean,cor_var
2h,6.5h,mug,8.262089032,8.297475803,0.096606678,0.104460883,0.994971093,0.97800703
2h,8.5h,mug,8.262089032,8.286491023,0.096606678,0.108723459,0.993749032,0.975794932
2h,10h,mug,8.262089032,8.212158565,0.096606678,0.112017522,0.993455194,0.96906665
2h,11h,mug,8.262089032,8.147858956,0.096606678,0.12145801,0.993512995,0.974642762
2h,3h,yneK,7.025650177,6.93914215,0.190375617,0.203318394,0.99928754,0.988243814
2h,5h,yneK,7.025650177,6.880807178,0.190375617,0.209766126,0.996809614,0.980801564
2h,6.5h,yneK,7.025650177,6.873994583,0.190375617,0.20706063,0.994971093,0.97800703
2h,8.5h,yneK,7.025650177,6.86986872,0.190375617,0.207398552,0.993749032,0.975794932
2h,10h,yneK,7.025650177,6.7872206,0.190375617,0.233114057,0.993455194,0.96906665
2h,11h,yneK,7.025650177,6.767563248,0.190375617,0.226431886,0.993512995,0.974642762
2h,3h,rob,9.445510046,9.385414305,0.101342483,0.08910055,0.99928754,0.988243814
2h,5h,rob,9.445510046,9.386598793,0.101342483,0.084257454,0.996809614,0.980801564
2h,6.5h,rob,9.445510046,9.411696518,0.101342483,0.099707352,0.994971093,0.97800703
2h,8.5h,rob,9.445510046,9.412107025,0.101342483,0.105450722,0.993749032,0.975794932
2h,10h,rob,9.445510046,9.340442233,0.101342483,0.105522919,0.993455194,0.96906665
2h,11h,rob,9.445510046,9.303827635,0.101342483,0.109268647,0.993512995,0.974642762
2h,3h,sulA,6.468668511,6.424207214,0.251989709,0.261759692,0.99928754,0.988243814
2h,5h,sulA,6.468668511,6.368330958,0.251989709,0.256704275,0.996809614,0.980801564
2h,6.5h,sulA,6.468668511,6.409375805,0.251989709,0.254562336,0.994971093,0.97800703
2h,8.5h,sulA,6.468668511,6.36597201,0.251989709,0.279621142,0.993749032,0.975794932
2h,10h,sulA,6.468668511,6.28693329,0.251989709,0.290147395,0.993455194,0.96906665
2h,11h,sulA,6.468668511,6.29016615,0.251989709,0.290493096,0.993512995,0.974642762
2h,3h,fur,8.181364912,8.126899161,0.084212562,0.089775532,0.99928754,0.988243814
2h,5h,fur,8.181364912,8.09611036,0.084212562,0.096004618,0.996809614,0.980801564
2h,6.5h,fur,8.181364912,8.175845443,0.084212562,0.09391264,0.994971093,0.97800703
2h,8.5h,fur,8.181364912,8.180371049,0.084212562,0.10105492,0.993749032,0.975794932
2h,10h,fur,8.181364912,8.15315071,0.084212562,0.097300466,0.993455194,0.96906665
2h,11h,fur,8.181364912,8.129670548,0.084212562,0.099334366,0.993512995,0.974642762
2h,3h,soxR,6.589157318,6.570670638,0.270135493,0.25363955,0.99928754,0.988243814
2h,5h,soxR,6.589157318,6.55612989,0.270135493,0.26343984,0.996809614,0.980801564
2h,6.5h,soxR,6.589157318,6.552779251,0.270135493,0.262743285,0.994971093,0.97800703
2h,8.5h,soxR,6.589157318,6.577776294,0.270135493,0.273790654,0.993749032,0.975794932
2h,10h,soxR,6.589157318,6.498647956,0.270135493,0.289878311,0.993455194,0.96906665
2h,11h,soxR,6.589157318,6.478763446,0.270135493,0.286254636,0.993512995,0.974642762
2h,3h,serA,10.21764193,10.22335279,0.050936197,0.050437507,0.99928754,0.988243814
2h,5h,serA,10.21764193,10.30978899,0.050936197,0.052020563,0.996809614,0.980801564
2h,6.5h,serA,10.21764193,10.36276174,0.050936197,0.051381189,0.994971093,0.97800703
2h,8.5h,serA,10.21764193,10.39145499,0.050936197,0.055137755,0.993749032,0.975794932
2h,10h,serA,10.21764193,10.34018226,0.050936197,0.05123425,0.993455194,0.96906665
2h,11h,serA,10.21764193,10.300452,0.050936197,0.055581248,0.993512995,0.974642762
2h,3h,secE,9.261247519,9.194908821,0.060961946,0.054347342,0.99928754,0.988243814
2h,5h,secE,9.261247519,9.060448086,0.060961946,0.058289654,0.996809614,0.980801564
2h,6.5h,secE,9.261247519,8.998676428,0.060961946,0.057545257,0.994971093,0.97800703
2h,8.5h,secE,9.261247519,8.990163091,0.060961946,0.060350162,0.993749032,0.975794932
2h,10h,secE,9.261247519,8.916516118,0.060961946,0.060736111,0.993455194,0.96906665
2h,11h,secE,9.261247519,8.879995869,0.060961946,0.063204286,0.993512995,0.974642762
2h,3h,ybhM,5.8840097,5.894950207,0.21663415,0.211925702,0.99928754,0.988243814
2h,5h,ybhM,5.8840097,5.897773649,0.21663415,0.208235436,0.996809614,0.980801564
2h,6.5h,ybhM,5.8840097,5.932336635,0.21663415,0.199056712,0.994971093,0.97800703
2h,8.5h,ybhM,5.8840097,5.879083274,0.21663415,0.20274704,0.993749032,0.975794932
2h,10h,ybhM,5.8840097,5.788322692,0.21663415,0.248509795,0.993455194,0.96906665
2h,11h,ybhM,5.8840097,5.7973222,0.21663415,0.241119136,0.993512995,0.974642762
2h,3h,ybjO,6.615182004,6.622111728,0.244053709,0.227782034,0.99928754,0.988243814
2h,5h,ybjO,6.615182004,6.608925739,0.244053709,0.233101545,0.996809614,0.980801564
2h,6.5h,ybjO,6.615182004,6.631823746,0.244053709,0.235205002,0.994971093,0.97800703
2h,8.5h,ybjO,6.615182004,6.588299275,0.244053709,0.232663658,0.993749032,0.975794932
2h,10h,ybjO,6.615182004,6.47757792,0.244053709,0.254809705,0.993455194,0.96906665
2h,11h,ybjO,6.615182004,6.460197539,0.244053709,0.249744342,0.993512995,0.974642762
2h,3h,ycaL,5.989281649,5.980744811,0.233878414,0.225712543,0.99928754,0.988243814
2h,5h,ycaL,5.989281649,5.997523652,0.233878414,0.207323692,0.996809614,0.980801564
2h,6.5h,ycaL,5.989281649,6.049404666,0.233878414,0.198156175,0.994971093,0.97800703
2h,8.5h,ycaL,5.989281649,5.999140502,0.233878414,0.214529164,0.993749032,0.975794932
2h,10h,ycaL,5.989281649,5.89972717,0.233878414,0.249820232,0.993455194,0.96906665
2h,11h,ycaL,5.989281649,5.933210477,0.233878414,0.244633053,0.993512995,0.974642762
2h,3h,ycaI,5.911709688,5.896372906,0.248486772,0.229153816,0.99928754,0.988243814
2h,5h,ycaI,5.911709688,5.912774156,0.248486772,0.22338444,0.996809614,0.980801564
2h,6.5h,ycaI,5.911709688,5.952367044,0.248486772,0.213991085,0.994971093,0.97800703
2h,8.5h,ycaI,5.911709688,5.892856052,0.248486772,0.225325912,0.993749032,0.975794932
2h,10h,ycaI,5.911709688,5.784519351,0.248486772,0.264147906,0.993455194,0.96906665
2h,11h,ycaI,5.911709688,5.80881532,0.248486772,0.252867153,0.993512995,0.974642762
2h,3h,ycbK,10.39336332,10.29437846,0.064568852,0.055469261,0.99928754,0.988243814
2h,5h,ycbK,10.39336332,10.15649926,0.064568852,0.05104171,0.996809614,0.980801564
2h,6.5h,ycbK,10.39336332,10.10992674,0.064568852,0.050587864,0.994971093,0.97800703
2h,8.5h,ycbK,10.39336332,10.10247505,0.064568852,0.051769944,0.993749032,0.975794932
2h,10h,ycbK,10.39336332,10.00235511,0.064568852,0.049445204,0.993455194,0.96906665
2h,11h,ycbK,10.39336332,9.960352116,0.064568852,0.054011455,0.993512995,0.974642762
2h,3h,U139,5.785929464,5.794964809,0.238411256,0.22724459,0.99928754,0.988243814
2h,5h,U139,5.785929464,5.831976562,0.238411256,0.227111868,0.996809614,0.980801564
2h,6.5h,U139,5.785929464,5.846350963,0.238411256,0.212107916,0.994971093,0.97800703
2h,8.5h,U139,5.785929464,5.785135928,0.238411256,0.247882378,0.993749032,0.975794932
2h,10h,U139,5.785929464,5.697612179,0.238411256,0.266054584,0.993455194,0.96906665
2h,11h,U139,5.785929464,5.719914778,0.238411256,0.242740384,0.993512995,0.974642762
2h,3h,ycbW,7.540493021,7.531070409,0.140725692,0.152643111,0.99928754,0.988243814
2h,5h,ycbW,7.540493021,7.553166076,0.140725692,0.140883037,0.996809614,0.980801564
2h,6.5h,ycbW,7.540493021,7.670434623,0.140725692,0.135901957,0.994971093,0.97800703
2h,8.5h,ycbW,7.540493021,7.758105536,0.140725692,0.128261914,0.993749032,0.975794932
2h,10h,ycbW,7.540493021,7.714651597,0.140725692,0.130567548,0.993455194,0.96906665
2h,11h,ycbW,7.540493021,7.636835002,0.140725692,0.145240023,0.993512995,0.974642762
2h,3h,ycdN,7.127631479,7.088572334,0.205090342,0.201474366,0.99928754,0.988243814
2h,5h,ycdN,7.127631479,7.047401989,0.205090342,0.19223871,0.996809614,0.980801564
2h,6.5h,ycdN,7.127631479,7.120238782,0.205090342,0.184971266,0.994971093,0.97800703
2h,8.5h,ycdN,7.127631479,7.122193776,0.205090342,0.174202279,0.993749032,0.975794932
2h,10h,ycdN,7.127631479,7.056473198,0.205090342,0.186615694,0.993455194,0.96906665
2h,11h,ycdN,7.127631479,7.040735373,0.205090342,0.188833515,0.993512995,0.974642762
2h,3h,yagU,7.92427887,7.866057991,0.115006062,0.10601544,0.99928754,0.988243814
2h,5h,yagU,7.92427887,7.804914533,0.115006062,0.116055414,0.996809614,0.980801564
2h,6.5h,yagU,7.92427887,7.802822459,0.115006062,0.123550985,0.994971093,0.97800703
2h,8.5h,yagU,7.92427887,7.840062205,0.115006062,0.116039703,0.993749032,0.975794932
2h,10h,yagU,7.92427887,7.796666111,0.115006062,0.11843399,0.993455194,0.96906665
2h,11h,yagU,7.92427887,7.788568006,0.115006062,0.122836181,0.993512995,0.974642762
2h,3h,yahD,6.610221057,6.584144495,0.24878269,0.251702192,0.99928754,0.988243814
2h,5h,yahD,6.610221057,6.556419201,0.24878269,0.24200463,0.996809614,0.980801564
2h,6.5h,yahD,6.610221057,6.543141259,0.24878269,0.235938431,0.994971093,0.97800703
2h,8.5h,yahD,6.610221057,6.536238451,0.24878269,0.23840524,0.993749032,0.975794932
2h,10h,yahD,6.610221057,6.414253251,0.24878269,0.26060426,0.993455194,0.96906665
2h,11h,yahD,6.610221057,6.428389737,0.24878269,0.250139488,0.993512995,0.974642762
2h,3h,prpC,5.876022598,5.873115566,0.234468142,0.22109219,0.99928754,0.988243814
2h,5h,prpC,5.876022598,5.89064363,0.234468142,0.203646557,0.996809614,0.980801564
2h,6.5h,prpC,5.876022598,5.915313722,0.234468142,0.220704021,0.994971093,0.97800703
2h,8.5h,prpC,5.876022598,5.861302685,0.234468142,0.249223091,0.993749032,0.975794932
2h,10h,prpC,5.876022598,5.758942948,0.234468142,0.261966433,0.993455194,0.96906665
2h,11h,prpC,5.876022598,5.796263797,0.234468142,0.239661184,0.993512995,0.974642762
2h,3h,b0374,6.067340663,6.053796982,0.22880366,0.226158868,0.99928754,0.988243814
2h,5h,b0374,6.067340663,6.064690132,0.22880366,0.208232959,0.996809614,0.980801564
2h,6.5h,b0374,6.067340663,6.067407005,0.22880366,0.211280866,0.994971093,0.97800703
2h,8.5h,b0374,6.067340663,6.021957449,0.22880366,0.218233379,0.993749032,0.975794932
2h,10h,b0374,6.067340663,5.947106023,0.22880366,0.245029151,0.993455194,0.96906665
2h,11h,b0374,6.067340663,5.956377132,0.22880366,0.231374776,0.993512995,0.974642762
2h,3h,yaiZ,6.42793224,6.392648116,0.240834218,0.23472285,0.99928754,0.988243814
2h,5h,yaiZ,6.42793224,6.319088067,0.240834218,0.223690357,0.996809614,0.980801564
2h,6.5h,yaiZ,6.42793224,6.355033558,0.240834218,0.221478357,0.994971093,0.97800703
2h,8.5h,yaiZ,6.42793224,6.340392262,0.240834218,0.224807664,0.993749032,0.975794932
2h,10h,yaiZ,6.42793224,6.296080103,0.240834218,0.250084951,0.993455194,0.96906665
2h,11h,yaiZ,6.42793224,6.249422139,0.240834218,0.234014797,0.993512995,0.974642762
2h,3h,ybaD,7.259202949,7.169729889,0.177326631,0.173464374,0.99928754,0.988243814
2h,5h,ybaD,7.259202949,7.07361641,0.177326631,0.183777194,0.996809614,0.980801564
2h,6.5h,ybaD,7.259202949,7.058392609,0.177326631,0.186242391,0.994971093,0.97800703
2h,8.5h,ybaD,7.259202949,7.052661636,0.177326631,0.19561692,0.993749032,0.975794932
2h,10h,ybaD,7.259202949,7.001104154,0.177326631,0.196050993,0.993455194,0.96906665
2h,11h,ybaD,7.259202949,6.952113501,0.177326631,0.195451961,0.993512995,0.974642762
2h,3h,ybaQ,6.991204273,6.928242417,0.208293564,0.199278785,0.99928754,0.988243814
2h,5h,ybaQ,6.991204273,6.854285082,0.208293564,0.207805506,0.996809614,0.980801564
2h,6.5h,ybaQ,6.991204273,6.866884837,0.208293564,0.205227932,0.994971093,0.97800703
2h,8.5h,ybaQ,6.991204273,6.85953551,0.208293564,0.202332293,0.993749032,0.975794932
2h,10h,ybaQ,6.991204273,6.776592494,0.208293564,0.208358116,0.993455194,0.96906665
2h,11h,ybaQ,6.991204273,6.758221247,0.208293564,0.210304929,0.993512995,0.974642762
2h,3h,allA,6.259840297,6.170311685,0.257193298,0.251215655,0.99928754,0.988243814
2h,5h,allA,6.259840297,6.154853308,0.257193298,0.222675532,0.996809614,0.980801564
2h,6.5h,allA,6.259840297,6.16758657,0.257193298,0.222892976,0.994971093,0.97800703
2h,8.5h,allA,6.259840297,6.088436768,0.257193298,0.243329138,0.993749032,0.975794932
2h,10h,allA,6.259840297,6.026633323,0.257193298,0.270649238,0.993455194,0.96906665
2h,11h,allA,6.259840297,6.012960834,0.257193298,0.260687979,0.993512995,0.974642762
2h,3h,nhaA,6.781456615,6.838801237,0.255427963,0.239000531,0.99928754,0.988243814
2h,5h,nhaA,6.781456615,6.901835655,0.255427963,0.236517779,0.996809614,0.980801564
2h,6.5h,nhaA,6.781456615,6.945603573,0.255427963,0.231839368,0.994971093,0.97800703
2h,8.5h,nhaA,6.781456615,6.981509567,0.255427963,0.226413139,0.993749032,0.975794932
2h,10h,nhaA,6.781456615,6.905495631,0.255427963,0.235724344,0.993455194,0.96906665
2h,11h,nhaA,6.781456615,6.880073062,0.255427963,0.24573263,0.993512995,0.974642762
2h,3h,fdrA,5.747368332,5.762115929,0.249992315,0.240872144,0.99928754,0.988243814
2h,5h,fdrA,5.747368332,5.797990319,0.249992315,0.238787196,0.996809614,0.980801564
2h,6.5h,fdrA,5.747368332,5.805814605,0.249992315,0.243070606,0.994971093,0.97800703
2h,8.5h,fdrA,5.747368332,5.744210135,0.249992315,0.242319105,0.993749032,0.975794932
2h,10h,fdrA,5.747368332,5.659813546,0.249992315,0.295247264,0.993455194,0.96906665
2h,11h,fdrA,5.747368332,5.668342136,0.249992315,0.29407407,0.993512995,0.974642762
2h,3h,ahpC,6.694909731,6.648981801,0.24552562,0.231312215,0.99928754,0.988243814
2h,5h,ahpC,6.694909731,6.573001372,0.24552562,0.228926846,0.996809614,0.980801564
2h,6.5h,ahpC,6.694909731,6.657826803,0.24552562,0.221759626,0.994971093,0.97800703
2h,8.5h,ahpC,6.694909731,6.646147731,0.24552562,0.231126258,0.993749032,0.975794932
2h,10h,ahpC,6.694909731,6.547999191,0.24552562,0.240592054,0.993455194,0.96906665
2h,11h,ahpC,6.694909731,6.517129271,0.24552562,0.250644908,0.993512995,0.974642762
2h,3h,ycjG,6.426316251,6.440512088,0.240906859,0.234844952,0.99928754,0.988243814
2h,5h,ycjG,6.426316251,6.46705312,0.240906859,0.227351771,0.996809614,0.980801564
2h,6.5h,ycjG,6.426316251,6.484964055,0.240906859,0.236986551,0.994971093,0.97800703
2h,8.5h,ycjG,6.426316251,6.517769949,0.240906859,0.241870585,0.993749032,0.975794932
2h,10h,ycjG,6.426316251,6.458075316,0.240906859,0.251552071,0.993455194,0.96906665
2h,11h,ycjG,6.426316251,6.449563611,0.240906859,0.253710689,0.993512995,0.974642762
2h,3h,marR,6.297477917,6.313517611,0.250615827,0.250775925,0.99928754,0.988243814
2h,5h,marR,6.297477917,6.340550428,0.250615827,0.240057636,0.996809614,0.980801564
2h,6.5h,marR,6.297477917,6.337841426,0.250615827,0.240897905,0.994971093,0.97800703
2h,8.5h,marR,6.297477917,6.326270027,0.250615827,0.248019421,0.993749032,0.975794932
2h,10h,marR,6.297477917,6.229883334,0.250615827,0.277811814,0.993455194,0.96906665
2h,11h,marR,6.297477917,6.230108482,0.250615827,0.273673042,0.993512995,0.974642762
2h,3h,aceB,10.24410515,10.13656724,0.088846637,0.08831265,0.99928754,0.988243814
2h,5h,aceB,10.24410515,9.980984168,0.088846637,0.099318716,0.996809614,0.980801564
2h,6.5h,aceB,10.24410515,9.9609844,0.088846637,0.110399727,0.994971093,0.97800703
2h,8.5h,aceB,10.24410515,9.890655024,0.088846637,0.132229205,0.993749032,0.975794932
2h,10h,aceB,10.24410515,9.785494817,0.088846637,0.137261696,0.993455194,0.96906665
2h,11h,aceB,10.24410515,9.79333342,0.088846637,0.140666261,0.993512995,0.974642762
2h,3h,katE,7.419111691,7.536059488,0.185250506,0.165207936,0.99928754,0.988243814
2h,5h,katE,7.419111691,7.680605113,0.185250506,0.167965747,0.996809614,0.980801564
2h,6.5h,katE,7.419111691,7.748189677,0.185250506,0.161547637,0.994971093,0.97800703
2h,8.5h,katE,7.419111691,7.836376647,0.185250506,0.156656375,0.993749032,0.975794932
2h,10h,katE,7.419111691,7.759590572,0.185250506,0.163619563,0.993455194,0.96906665
2h,11h,katE,7.419111691,7.717370537,0.185250506,0.167612558,0.993512995,0.974642762
2h,3h,evgA,10.25667255,10.12006588,0.088801979,0.072137976,0.99928754,0.988243814
2h,5h,evgA,10.25667255,9.925421901,0.088801979,0.074232098,0.996809614,0.980801564
2h,6.5h,evgA,10.25667255,9.854481477,0.088801979,0.079468248,0.994971093,0.97800703
2h,8.5h,evgA,10.25667255,9.775681255,0.088801979,0.089213743,0.993749032,0.975794932
2h,10h,evgA,10.25667255,9.685055805,0.088801979,0.090805955,0.993455194,0.96906665
2h,11h,evgA,10.25667255,9.640210504,0.088801979,0.094137946,0.993512995,0.974642762
2h,3h,ypjD,6.740407764,6.68665272,0.225759147,0.214827821,0.99928754,0.988243814
2h,5h,ypjD,6.740407764,6.643251501,0.225759147,0.201467934,0.996809614,0.980801564
2h,6.5h,ypjD,6.740407764,6.630090501,0.225759147,0.217277723,0.994971093,0.97800703
2h,8.5h,ypjD,6.740407764,6.628016186,0.225759147,0.210044413,0.993749032,0.975794932
2h,10h,ypjD,6.740407764,6.503187858,0.225759147,0.230240452,0.993455194,0.96906665
2h,11h,ypjD,6.740407764,6.502619588,0.225759147,0.22116099,0.993512995,0.974642762
2h,3h,yqcD,6.871295248,6.821362043,0.198603634,0.206158392,0.99928754,0.988243814
2h,5h,yqcD,6.871295248,6.778065076,0.198603634,0.208577257,0.996809614,0.980801564
2h,6.5h,yqcD,6.871295248,6.786087819,0.198603634,0.209053582,0.994971093,0.97800703
2h,8.5h,yqcD,6.871295248,6.78521441,0.198603634,0.205085745,0.993749032,0.975794932
2h,10h,yqcD,6.871295248,6.697835562,0.198603634,0.217441402,0.993455194,0.96906665
2h,11h,yqcD,6.871295248,6.680338155,0.198603634,0.226176011,0.993512995,0.974642762
2h,3h,nfnB,6.726169136,6.668570666,0.242564389,0.230953421,0.99928754,0.988243814
2h,5h,nfnB,6.726169136,6.624695146,0.242564389,0.23314246,0.996809614,0.980801564
2h,6.5h,nfnB,6.726169136,6.634265258,0.242564389,0.2280613,0.994971093,0.97800703
2h,8.5h,nfnB,6.726169136,6.644289133,0.242564389,0.248446524,0.993749032,0.975794932
2h,10h,nfnB,6.726169136,6.590653538,0.242564389,0.239742154,0.993455194,0.96906665
2h,11h,nfnB,6.726169136,6.561910186,0.242564389,0.239117687,0.993512995,0.974642762
2h,3h,sodC,8.211955471,8.248094403,0.115700886,0.128795824,0.99928754,0.988243814
2h,5h,sodC,8.211955471,8.261371298,0.115700886,0.123649076,0.996809614,0.980801564
2h,6.5h,sodC,8.211955471,8.315755439,0.115700886,0.127447411,0.994971093,0.97800703
2h,8.5h,sodC,8.211955471,8.305475234,0.115700886,0.131261687,0.993749032,0.975794932
2h,10h,sodC,8.211955471,8.176652177,0.115700886,0.143633134,0.993455194,0.96906665
2h,11h,sodC,8.211955471,8.13814813,0.115700886,0.147683165,0.993512995,0.974642762
2h,3h,yaiX,5.750406322,5.761182459,0.256239335,0.237630315,0.99928754,0.988243814
2h,5h,yaiX,5.750406322,5.788260199,0.256239335,0.229856938,0.996809614,0.980801564
2h,6.5h,yaiX,5.750406322,5.798644726,0.256239335,0.229733306,0.994971093,0.97800703
2h,8.5h,yaiX,5.750406322,5.740065759,0.256239335,0.253878953,0.993749032,0.975794932
2h,10h,yaiX,5.750406322,5.629102684,0.256239335,0.290936297,0.993455194,0.96906665
2h,11h,yaiX,5.750406322,5.663849548,0.256239335,0.297053556,0.993512995,0.974642762
2h,3h,pmrD,7.403999444,7.213545286,0.25958412,0.26414131,0.99928754,0.988243814
2h,5h,pmrD,7.403999444,7.017671125,0.25958412,0.23613327,0.996809614,0.980801564
2h,6.5h,pmrD,7.403999444,6.977315221,0.25958412,0.231930665,0.994971093,0.97800703
2h,8.5h,pmrD,7.403999444,6.919782685,0.25958412,0.228536075,0.993749032,0.975794932
2h,10h,pmrD,7.403999444,6.815018654,0.25958412,0.239344038,0.993455194,0.96906665
2h,11h,pmrD,7.403999444,6.76016641,0.25958412,0.257549618,0.993512995,0.974642762
2h,3h,hscB,5.843609921,5.809625959,0.289444222,0.265122461,0.99928754,0.988243814
2h,5h,hscB,5.843609921,5.823049489,0.289444222,0.260388716,0.996809614,0.980801564
2h,6.5h,hscB,5.843609921,5.822351059,0.289444222,0.243261002,0.994971093,0.97800703
2h,8.5h,hscB,5.843609921,5.775034084,0.289444222,0.280599617,0.993749032,0.975794932
2h,10h,hscB,5.843609921,5.649887494,0.289444222,0.32847523,0.993455194,0.96906665
2h,11h,hscB,5.843609921,5.654818342,0.289444222,0.307664917,0.993512995,0.974642762
2h,3h,ygeA,8.021739849,7.91583655,0.102338998,0.104739562,0.99928754,0.988243814
2h,5h,ygeA,8.021739849,7.782293947,0.102338998,0.115561716,0.996809614,0.980801564
2h,6.5h,ygeA,8.021739849,7.765001681,0.102338998,0.122816278,0.994971093,0.97800703
2h,8.5h,ygeA,8.021739849,7.730457393,0.102338998,0.123908202,0.993749032,0.975794932
2h,10h,ygeA,8.021739849,7.639603691,0.102338998,0.128570152,0.993455194,0.96906665
2h,11h,ygeA,8.021739849,7.628057478,0.102338998,0.132243684,0.993512995,0.974642762
2h,3h,bacA,6.453285643,6.421065203,0.240360834,0.246560106,0.99928754,0.988243814
2h,5h,bacA,6.453285643,6.36177837,0.240360834,0.2382896,0.996809614,0.980801564
2h,6.5h,bacA,6.453285643,6.3899706,0.240360834,0.209039843,0.994971093,0.97800703
2h,8.5h,bacA,6.453285643,6.356771428,0.240360834,0.227735505,0.993749032,0.975794932
2h,10h,bacA,6.453285643,6.276941395,0.240360834,0.25776724,0.993455194,0.96906665
2h,11h,bacA,6.453285643,6.281537681,0.240360834,0.255033412,0.993512995,0.974642762
2h,3h,U66,5.858255911,5.851268498,0.217635329,0.243843627,0.99928754,0.988243814
2h,5h,U66,5.858255911,5.858755301,0.217635329,0.222756813,0.996809614,0.980801564
2h,6.5h,U66,5.858255911,5.919317102,0.217635329,0.199457958,0.994971093,0.97800703
2h,8.5h,U66,5.858255911,5.856802014,0.217635329,0.220079554,0.993749032,0.975794932
2h,10h,U66,5.858255911,5.721121412,0.217635329,0.27911299,0.993455194,0.96906665
2h,11h,U66,5.858255911,5.772431453,0.217635329,0.256205076,0.993512995,0.974642762
2h,3h,yhjX,7.332070012,7.245164197,0.180688708,0.196304622,0.99928754,0.988243814
2h,5h,yhjX,7.332070012,7.172120987,0.180688708,0.204606449,0.996809614,0.980801564
2h,6.5h,yhjX,7.332070012,7.180866664,0.180688708,0.192946651,0.994971093,0.97800703
2h,8.5h,yhjX,7.332070012,7.114143331,0.180688708,0.195826961,0.993749032,0.975794932
2h,10h,yhjX,7.332070012,7.045565713,0.180688708,0.20400826,0.993455194,0.96906665
2h,11h,yhjX,7.332070012,7.033604247,0.180688708,0.211386998,0.993512995,0.974642762
2h,3h,secB,6.401507139,6.370842076,0.236454927,0.231692755,0.99928754,0.988243814
2h,5h,secB,6.401507139,6.346294003,0.236454927,0.241314834,0.996809614,0.980801564
2h,6.5h,secB,6.401507139,6.424360897,0.236454927,0.217188334,0.994971093,0.97800703
2h,8.5h,secB,6.401507139,6.430226009,0.236454927,0.222050367,0.993749032,0.975794932
2h,10h,secB,6.401507139,6.343356327,0.236454927,0.24052052,0.993455194,0.96906665
2h,11h,secB,6.401507139,6.328342326,0.236454927,0.23520537,0.993512995,0.974642762
2h,3h,secA,5.891243826,5.879639337,0.233831706,0.226477491,0.99928754,0.988243814
2h,5h,secA,5.891243826,5.897942828,0.233831706,0.232046239,0.996809614,0.980801564
2h,6.5h,secA,5.891243826,5.940915986,0.233831706,0.204802133,0.994971093,0.97800703
2h,8.5h,secA,5.891243826,5.885365365,0.233831706,0.227465829,0.993749032,0.975794932
2h,10h,secA,5.891243826,5.767272853,0.233831706,0.269035629,0.993455194,0.96906665
2h,11h,secA,5.891243826,5.79655936,0.233831706,0.263516918,0.993512995,0.974642762
2h,3h,emrE,7.578916175,7.502670898,0.149246087,0.145784131,0.99928754,0.988243814
2h,5h,emrE,7.578916175,7.416052794,0.149246087,0.161826783,0.996809614,0.980801564
2h,6.5h,emrE,7.578916175,7.37658959,0.149246087,0.167083314,0.994971093,0.97800703
2h,8.5h,emrE,7.578916175,7.380258971,0.149246087,0.163909397,0.993749032,0.975794932
2h,10h,emrE,7.578916175,7.287788275,0.149246087,0.162823635,0.993455194,0.96906665
2h,11h,emrE,7.578916175,7.248434552,0.149246087,0.180896027,0.993512995,0.974642762
2h,3h,ahpF,5.812849957,5.80616199,0.250863146,0.250014936,0.99928754,0.988243814
2h,5h,ahpF,5.812849957,5.835825782,0.250863146,0.240357922,0.996809614,0.980801564
2h,6.5h,ahpF,5.812849957,5.862040861,0.250863146,0.225312915,0.994971093,0.97800703
2h,8.5h,ahpF,5.812849957,5.801493631,0.250863146,0.234227659,0.993749032,0.975794932
2h,10h,ahpF,5.812849957,5.70880789,0.250863146,0.266824875,0.993455194,0.96906665
2h,11h,ahpF,5.812849957,5.736561798,0.250863146,0.268950943,0.993512995,0.974642762
2h,3h,tatE,8.216661168,8.153017356,0.10768036,0.09152181,0.99928754,0.988243814
2h,5h,tatE,8.216661168,8.098503624,0.10768036,0.091263389,0.996809614,0.980801564
2h,6.5h,tatE,8.216661168,8.125532004,0.10768036,0.08786549,0.994971093,0.97800703
2h,8.5h,tatE,8.216661168,8.122920369,0.10768036,0.094073933,0.993749032,0.975794932
2h,10h,tatE,8.216661168,8.080949455,0.10768036,0.091109698,0.993455194,0.96906665
2h,11h,tatE,8.216661168,8.0176754,0.10768036,0.097028723,0.993512995,0.974642762
2h,3h,wrbA,9.199768397,9.25120149,0.107524678,0.107518606,0.99928754,0.988243814
2h,5h,wrbA,9.199768397,9.290889704,0.107524678,0.103834313,0.996809614,0.980801564
2h,6.5h,wrbA,9.199768397,9.337297014,0.107524678,0.105091967,0.994971093,0.97800703
2h,8.5h,wrbA,9.199768397,9.349138889,0.107524678,0.106290815,0.993749032,0.975794932
2h,10h,wrbA,9.199768397,9.283208062,0.107524678,0.108330974,0.993455194,0.96906665
2h,11h,wrbA,9.199768397,9.224636078,0.107524678,0.119041262,0.993512995,0.974642762
2h,3h,lolA,6.61426724,6.572521183,0.234064881,0.241377202,0.99928754,0.988243814
2h,5h,lolA,6.61426724,6.521018138,0.234064881,0.227390883,0.996809614,0.980801564
2h,6.5h,lolA,6.61426724,6.529534883,0.234064881,0.240783361,0.994971093,0.97800703
2h,8.5h,lolA,6.61426724,6.528245342,0.234064881,0.24585731,0.993749032,0.975794932
