hours_grown1,hours_grown2,gene_downstream,fl_mean_log1,fl_mean_log2,fl_var_log1,fl_var_log2,cor_mean,cor_var
0h,8.5h,yagU,7.896592252,7.840062205,0.141858346,0.116039703,0.983992857,0.887850084
0h,10h,yagU,7.896592252,7.796666111,0.141858346,0.11843399,0.984507283,0.862891515
0h,11h,yagU,7.896592252,7.788568006,0.141858346,0.122836181,0.984816255,0.887479151
0h,1h,yahD,6.471492647,6.495423888,0.256175501,0.246931526,0.998710269,0.978320822
0h,2h,yahD,6.471492647,6.610221057,0.256175501,0.24878269,0.994700418,0.934124539
0h,3h,yahD,6.471492647,6.584144495,0.256175501,0.251702192,0.991973013,0.914567858
0h,5h,yahD,6.471492647,6.556419201,0.256175501,0.24200463,0.988534391,0.900022899
0h,6.5h,yahD,6.471492647,6.543141259,0.256175501,0.235938431,0.985763124,0.905858719
0h,8.5h,yahD,6.471492647,6.536238451,0.256175501,0.23840524,0.983992857,0.887850084
0h,10h,yahD,6.471492647,6.414253251,0.256175501,0.26060426,0.984507283,0.862891515
0h,11h,yahD,6.471492647,6.428389737,0.256175501,0.250139488,0.984816255,0.887479151
0h,1h,prpC,5.869689472,5.877636146,0.233635578,0.219706803,0.998710269,0.978320822
0h,2h,prpC,5.869689472,5.876022598,0.233635578,0.234468142,0.994700418,0.934124539
0h,3h,prpC,5.869689472,5.873115566,0.233635578,0.22109219,0.991973013,0.914567858
0h,5h,prpC,5.869689472,5.89064363,0.233635578,0.203646557,0.988534391,0.900022899
0h,6.5h,prpC,5.869689472,5.915313722,0.233635578,0.220704021,0.985763124,0.905858719
0h,8.5h,prpC,5.869689472,5.861302685,0.233635578,0.249223091,0.983992857,0.887850084
0h,10h,prpC,5.869689472,5.758942948,0.233635578,0.261966433,0.984507283,0.862891515
0h,11h,prpC,5.869689472,5.796263797,0.233635578,0.239661184,0.984816255,0.887479151
0h,1h,b0374,5.982760044,6.005649693,0.239871975,0.226637493,0.998710269,0.978320822
0h,2h,b0374,5.982760044,6.067340663,0.239871975,0.22880366,0.994700418,0.934124539
0h,3h,b0374,5.982760044,6.053796982,0.239871975,0.226158868,0.991973013,0.914567858
0h,5h,b0374,5.982760044,6.064690132,0.239871975,0.208232959,0.988534391,0.900022899
0h,6.5h,b0374,5.982760044,6.067407005,0.239871975,0.211280866,0.985763124,0.905858719
0h,8.5h,b0374,5.982760044,6.021957449,0.239871975,0.218233379,0.983992857,0.887850084
0h,10h,b0374,5.982760044,5.947106023,0.239871975,0.245029151,0.984507283,0.862891515
0h,11h,b0374,5.982760044,5.956377132,0.239871975,0.231374776,0.984816255,0.887479151
0h,1h,yaiZ,6.323783236,6.334186561,0.245773771,0.239755979,0.998710269,0.978320822
0h,2h,yaiZ,6.323783236,6.42793224,0.245773771,0.240834218,0.994700418,0.934124539
0h,3h,yaiZ,6.323783236,6.392648116,0.245773771,0.23472285,0.991973013,0.914567858
0h,5h,yaiZ,6.323783236,6.319088067,0.245773771,0.223690357,0.988534391,0.900022899
0h,6.5h,yaiZ,6.323783236,6.355033558,0.245773771,0.221478357,0.985763124,0.905858719
0h,8.5h,yaiZ,6.323783236,6.340392262,0.245773771,0.224807664,0.983992857,0.887850084
0h,10h,yaiZ,6.323783236,6.296080103,0.245773771,0.250084951,0.984507283,0.862891515
0h,11h,yaiZ,6.323783236,6.249422139,0.245773771,0.234014797,0.984816255,0.887479151
0h,1h,ybaD,7.083116691,7.176268881,0.201945432,0.190741798,0.998710269,0.978320822
0h,2h,ybaD,7.083116691,7.259202949,0.201945432,0.177326631,0.994700418,0.934124539
0h,3h,ybaD,7.083116691,7.169729889,0.201945432,0.173464374,0.991973013,0.914567858
0h,5h,ybaD,7.083116691,7.07361641,0.201945432,0.183777194,0.988534391,0.900022899
0h,6.5h,ybaD,7.083116691,7.058392609,0.201945432,0.186242391,0.985763124,0.905858719
0h,8.5h,ybaD,7.083116691,7.052661636,0.201945432,0.19561692,0.983992857,0.887850084
0h,10h,ybaD,7.083116691,7.001104154,0.201945432,0.196050993,0.984507283,0.862891515
0h,11h,ybaD,7.083116691,6.952113501,0.201945432,0.195451961,0.984816255,0.887479151
0h,1h,ybaQ,6.829796531,6.879095764,0.233342221,0.206188032,0.998710269,0.978320822
0h,2h,ybaQ,6.829796531,6.991204273,0.233342221,0.208293564,0.994700418,0.934124539
0h,3h,ybaQ,6.829796531,6.928242417,0.233342221,0.199278785,0.991973013,0.914567858
0h,5h,ybaQ,6.829796531,6.854285082,0.233342221,0.207805506,0.988534391,0.900022899
0h,6.5h,ybaQ,6.829796531,6.866884837,0.233342221,0.205227932,0.985763124,0.905858719
0h,8.5h,ybaQ,6.829796531,6.85953551,0.233342221,0.202332293,0.983992857,0.887850084
0h,10h,ybaQ,6.829796531,6.776592494,0.233342221,0.208358116,0.984507283,0.862891515
0h,11h,ybaQ,6.829796531,6.758221247,0.233342221,0.210304929,0.984816255,0.887479151
0h,1h,allA,6.273734208,6.244949097,0.291463899,0.271246373,0.998710269,0.978320822
0h,2h,allA,6.273734208,6.259840297,0.291463899,0.257193298,0.994700418,0.934124539
0h,3h,allA,6.273734208,6.170311685,0.291463899,0.251215655,0.991973013,0.914567858
0h,5h,allA,6.273734208,6.154853308,0.291463899,0.222675532,0.988534391,0.900022899
0h,6.5h,allA,6.273734208,6.16758657,0.291463899,0.222892976,0.985763124,0.905858719
0h,8.5h,allA,6.273734208,6.088436768,0.291463899,0.243329138,0.983992857,0.887850084
0h,10h,allA,6.273734208,6.026633323,0.291463899,0.270649238,0.984507283,0.862891515
0h,11h,allA,6.273734208,6.012960834,0.291463899,0.260687979,0.984816255,0.887479151
0h,1h,nhaA,6.645154569,6.610685516,0.278847212,0.278642019,0.998710269,0.978320822
0h,2h,nhaA,6.645154569,6.781456615,0.278847212,0.255427963,0.994700418,0.934124539
0h,3h,nhaA,6.645154569,6.838801237,0.278847212,0.239000531,0.991973013,0.914567858
0h,5h,nhaA,6.645154569,6.901835655,0.278847212,0.236517779,0.988534391,0.900022899
0h,6.5h,nhaA,6.645154569,6.945603573,0.278847212,0.231839368,0.985763124,0.905858719
0h,8.5h,nhaA,6.645154569,6.981509567,0.278847212,0.226413139,0.983992857,0.887850084
0h,10h,nhaA,6.645154569,6.905495631,0.278847212,0.235724344,0.984507283,0.862891515
0h,11h,nhaA,6.645154569,6.880073062,0.278847212,0.24573263,0.984816255,0.887479151
0h,1h,fdrA,5.764499272,5.734272055,0.245322178,0.253835568,0.998710269,0.978320822
0h,2h,fdrA,5.764499272,5.747368332,0.245322178,0.249992315,0.994700418,0.934124539
0h,3h,fdrA,5.764499272,5.762115929,0.245322178,0.240872144,0.991973013,0.914567858
0h,5h,fdrA,5.764499272,5.797990319,0.245322178,0.238787196,0.988534391,0.900022899
0h,6.5h,fdrA,5.764499272,5.805814605,0.245322178,0.243070606,0.985763124,0.905858719
0h,8.5h,fdrA,5.764499272,5.744210135,0.245322178,0.242319105,0.983992857,0.887850084
0h,10h,fdrA,5.764499272,5.659813546,0.245322178,0.295247264,0.984507283,0.862891515
0h,11h,fdrA,5.764499272,5.668342136,0.245322178,0.29407407,0.984816255,0.887479151
0h,1h,ahpC,6.676119012,6.694764693,0.281192769,0.25838459,0.998710269,0.978320822
0h,2h,ahpC,6.676119012,6.694909731,0.281192769,0.24552562,0.994700418,0.934124539
0h,3h,ahpC,6.676119012,6.648981801,0.281192769,0.231312215,0.991973013,0.914567858
0h,5h,ahpC,6.676119012,6.573001372,0.281192769,0.228926846,0.988534391,0.900022899
0h,6.5h,ahpC,6.676119012,6.657826803,0.281192769,0.221759626,0.985763124,0.905858719
0h,8.5h,ahpC,6.676119012,6.646147731,0.281192769,0.231126258,0.983992857,0.887850084
0h,10h,ahpC,6.676119012,6.547999191,0.281192769,0.240592054,0.984507283,0.862891515
0h,11h,ahpC,6.676119012,6.517129271,0.281192769,0.250644908,0.984816255,0.887479151
0h,1h,ycjG,6.342196234,6.349334314,0.266162581,0.255625138,0.998710269,0.978320822
0h,2h,ycjG,6.342196234,6.426316251,0.266162581,0.240906859,0.994700418,0.934124539
0h,3h,ycjG,6.342196234,6.440512088,0.266162581,0.234844952,0.991973013,0.914567858
0h,5h,ycjG,6.342196234,6.46705312,0.266162581,0.227351771,0.988534391,0.900022899
0h,6.5h,ycjG,6.342196234,6.484964055,0.266162581,0.236986551,0.985763124,0.905858719
0h,8.5h,ycjG,6.342196234,6.517769949,0.266162581,0.241870585,0.983992857,0.887850084
0h,10h,ycjG,6.342196234,6.458075316,0.266162581,0.251552071,0.984507283,0.862891515
0h,11h,ycjG,6.342196234,6.449563611,0.266162581,0.253710689,0.984816255,0.887479151
0h,1h,marR,6.14616972,6.209153098,0.249837694,0.261669587,0.998710269,0.978320822
0h,2h,marR,6.14616972,6.297477917,0.249837694,0.250615827,0.994700418,0.934124539
0h,3h,marR,6.14616972,6.313517611,0.249837694,0.250775925,0.991973013,0.914567858
0h,5h,marR,6.14616972,6.340550428,0.249837694,0.240057636,0.988534391,0.900022899
0h,6.5h,marR,6.14616972,6.337841426,0.249837694,0.240897905,0.985763124,0.905858719
0h,8.5h,marR,6.14616972,6.326270027,0.249837694,0.248019421,0.983992857,0.887850084
0h,10h,marR,6.14616972,6.229883334,0.249837694,0.277811814,0.984507283,0.862891515
0h,11h,marR,6.14616972,6.230108482,0.249837694,0.273673042,0.984816255,0.887479151
0h,1h,aceB,10.20137086,10.22063228,0.119558482,0.112459215,0.998710269,0.978320822
0h,2h,aceB,10.20137086,10.24410515,0.119558482,0.088846637,0.994700418,0.934124539
0h,3h,aceB,10.20137086,10.13656724,0.119558482,0.08831265,0.991973013,0.914567858
0h,5h,aceB,10.20137086,9.980984168,0.119558482,0.099318716,0.988534391,0.900022899
0h,6.5h,aceB,10.20137086,9.9609844,0.119558482,0.110399727,0.985763124,0.905858719
0h,8.5h,aceB,10.20137086,9.890655024,0.119558482,0.132229205,0.983992857,0.887850084
0h,10h,aceB,10.20137086,9.785494817,0.119558482,0.137261696,0.984507283,0.862891515
0h,11h,aceB,10.20137086,9.79333342,0.119558482,0.140666261,0.984816255,0.887479151
0h,1h,katE,7.041495186,7.168681512,0.234354266,0.222361334,0.998710269,0.978320822
0h,2h,katE,7.041495186,7.419111691,0.234354266,0.185250506,0.994700418,0.934124539
0h,3h,katE,7.041495186,7.536059488,0.234354266,0.165207936,0.991973013,0.914567858
0h,5h,katE,7.041495186,7.680605113,0.234354266,0.167965747,0.988534391,0.900022899
0h,6.5h,katE,7.041495186,7.748189677,0.234354266,0.161547637,0.985763124,0.905858719
0h,8.5h,katE,7.041495186,7.836376647,0.234354266,0.156656375,0.983992857,0.887850084
0h,10h,katE,7.041495186,7.759590572,0.234354266,0.163619563,0.984507283,0.862891515
0h,11h,katE,7.041495186,7.717370537,0.234354266,0.167612558,0.984816255,0.887479151
0h,1h,evgA,10.3097136,10.27664811,0.126268154,0.116598995,0.998710269,0.978320822
0h,2h,evgA,10.3097136,10.25667255,0.126268154,0.088801979,0.994700418,0.934124539
0h,3h,evgA,10.3097136,10.12006588,0.126268154,0.072137976,0.991973013,0.914567858
0h,5h,evgA,10.3097136,9.925421901,0.126268154,0.074232098,0.988534391,0.900022899
0h,6.5h,evgA,10.3097136,9.854481477,0.126268154,0.079468248,0.985763124,0.905858719
0h,8.5h,evgA,10.3097136,9.775681255,0.126268154,0.089213743,0.983992857,0.887850084
0h,10h,evgA,10.3097136,9.685055805,0.126268154,0.090805955,0.984507283,0.862891515
0h,11h,evgA,10.3097136,9.640210504,0.126268154,0.094137946,0.984816255,0.887479151
0h,1h,ypjD,6.578350268,6.615612904,0.249414615,0.233049569,0.998710269,0.978320822
0h,2h,ypjD,6.578350268,6.740407764,0.249414615,0.225759147,0.994700418,0.934124539
0h,3h,ypjD,6.578350268,6.68665272,0.249414615,0.214827821,0.991973013,0.914567858
0h,5h,ypjD,6.578350268,6.643251501,0.249414615,0.201467934,0.988534391,0.900022899
0h,6.5h,ypjD,6.578350268,6.630090501,0.249414615,0.217277723,0.985763124,0.905858719
0h,8.5h,ypjD,6.578350268,6.628016186,0.249414615,0.210044413,0.983992857,0.887850084
0h,10h,ypjD,6.578350268,6.503187858,0.249414615,0.230240452,0.984507283,0.862891515
0h,11h,ypjD,6.578350268,6.502619588,0.249414615,0.22116099,0.984816255,0.887479151
0h,1h,yqcD,6.767059337,6.768312621,0.230154299,0.229410644,0.998710269,0.978320822
0h,2h,yqcD,6.767059337,6.871295248,0.230154299,0.198603634,0.994700418,0.934124539
0h,3h,yqcD,6.767059337,6.821362043,0.230154299,0.206158392,0.991973013,0.914567858
0h,5h,yqcD,6.767059337,6.778065076,0.230154299,0.208577257,0.988534391,0.900022899
0h,6.5h,yqcD,6.767059337,6.786087819,0.230154299,0.209053582,0.985763124,0.905858719
0h,8.5h,yqcD,6.767059337,6.78521441,0.230154299,0.205085745,0.983992857,0.887850084
0h,10h,yqcD,6.767059337,6.697835562,0.230154299,0.217441402,0.984507283,0.862891515
0h,11h,yqcD,6.767059337,6.680338155,0.230154299,0.226176011,0.984816255,0.887479151
0h,1h,nfnB,6.686784101,6.681960469,0.269451332,0.255755141,0.998710269,0.978320822
0h,2h,nfnB,6.686784101,6.726169136,0.269451332,0.242564389,0.994700418,0.934124539
0h,3h,nfnB,6.686784101,6.668570666,0.269451332,0.230953421,0.991973013,0.914567858
0h,5h,nfnB,6.686784101,6.624695146,0.269451332,0.23314246,0.988534391,0.900022899
0h,6.5h,nfnB,6.686784101,6.634265258,0.269451332,0.2280613,0.985763124,0.905858719
0h,8.5h,nfnB,6.686784101,6.644289133,0.269451332,0.248446524,0.983992857,0.887850084
0h,10h,nfnB,6.686784101,6.590653538,0.269451332,0.239742154,0.984507283,0.862891515
0h,11h,nfnB,6.686784101,6.561910186,0.269451332,0.239117687,0.984816255,0.887479151
0h,1h,yaiX,5.779393232,5.747274854,0.25079421,0.266059305,0.998710269,0.978320822
0h,2h,yaiX,5.779393232,5.750406322,0.25079421,0.256239335,0.994700418,0.934124539
0h,3h,yaiX,5.779393232,5.761182459,0.25079421,0.237630315,0.991973013,0.914567858
0h,5h,yaiX,5.779393232,5.788260199,0.25079421,0.229856938,0.988534391,0.900022899
0h,6.5h,yaiX,5.779393232,5.798644726,0.25079421,0.229733306,0.985763124,0.905858719
0h,8.5h,yaiX,5.779393232,5.740065759,0.25079421,0.253878953,0.983992857,0.887850084
0h,10h,yaiX,5.779393232,5.629102684,0.25079421,0.290936297,0.984507283,0.862891515
0h,11h,yaiX,5.779393232,5.663849548,0.25079421,0.297053556,0.984816255,0.887479151
0h,1h,pmrD,7.633581488,7.54380554,0.379931474,0.321783128,0.998710269,0.978320822
0h,2h,pmrD,7.633581488,7.403999444,0.379931474,0.25958412,0.994700418,0.934124539
0h,3h,pmrD,7.633581488,7.213545286,0.379931474,0.26414131,0.991973013,0.914567858
0h,5h,pmrD,7.633581488,7.017671125,0.379931474,0.23613327,0.988534391,0.900022899
0h,6.5h,pmrD,7.633581488,6.977315221,0.379931474,0.231930665,0.985763124,0.905858719
0h,8.5h,pmrD,7.633581488,6.919782685,0.379931474,0.228536075,0.983992857,0.887850084
0h,10h,pmrD,7.633581488,6.815018654,0.379931474,0.239344038,0.984507283,0.862891515
0h,11h,pmrD,7.633581488,6.76016641,0.379931474,0.257549618,0.984816255,0.887479151
0h,1h,hscB,5.824350273,5.831309601,0.268443946,0.29609446,0.998710269,0.978320822
0h,2h,hscB,5.824350273,5.843609921,0.268443946,0.289444222,0.994700418,0.934124539
0h,3h,hscB,5.824350273,5.809625959,0.268443946,0.265122461,0.991973013,0.914567858
0h,5h,hscB,5.824350273,5.823049489,0.268443946,0.260388716,0.988534391,0.900022899
0h,6.5h,hscB,5.824350273,5.822351059,0.268443946,0.243261002,0.985763124,0.905858719
0h,8.5h,hscB,5.824350273,5.775034084,0.268443946,0.280599617,0.983992857,0.887850084
0h,10h,hscB,5.824350273,5.649887494,0.268443946,0.32847523,0.984507283,0.862891515
0h,11h,hscB,5.824350273,5.654818342,0.268443946,0.307664917,0.984816255,0.887479151
0h,1h,ygeA,7.94767099,7.954221774,0.126748836,0.119449593,0.998710269,0.978320822
0h,2h,ygeA,7.94767099,8.021739849,0.126748836,0.102338998,0.994700418,0.934124539
0h,3h,ygeA,7.94767099,7.91583655,0.126748836,0.104739562,0.991973013,0.914567858
0h,5h,ygeA,7.94767099,7.782293947,0.126748836,0.115561716,0.988534391,0.900022899
0h,6.5h,ygeA,7.94767099,7.765001681,0.126748836,0.122816278,0.985763124,0.905858719
0h,8.5h,ygeA,7.94767099,7.730457393,0.126748836,0.123908202,0.983992857,0.887850084
0h,10h,ygeA,7.94767099,7.639603691,0.126748836,0.128570152,0.984507283,0.862891515
0h,11h,ygeA,7.94767099,7.628057478,0.126748836,0.132243684,0.984816255,0.887479151
0h,1h,bacA,6.375044996,6.368174478,0.250450322,0.235686236,0.998710269,0.978320822
0h,2h,bacA,6.375044996,6.453285643,0.250450322,0.240360834,0.994700418,0.934124539
0h,3h,bacA,6.375044996,6.421065203,0.250450322,0.246560106,0.991973013,0.914567858
0h,5h,bacA,6.375044996,6.36177837,0.250450322,0.2382896,0.988534391,0.900022899
0h,6.5h,bacA,6.375044996,6.3899706,0.250450322,0.209039843,0.985763124,0.905858719
0h,8.5h,bacA,6.375044996,6.356771428,0.250450322,0.227735505,0.983992857,0.887850084
0h,10h,bacA,6.375044996,6.276941395,0.250450322,0.25776724,0.984507283,0.862891515
0h,11h,bacA,6.375044996,6.281537681,0.250450322,0.255033412,0.984816255,0.887479151
0h,1h,U66,5.858741925,5.846107839,0.209942885,0.227357962,0.998710269,0.978320822
0h,2h,U66,5.858741925,5.858255911,0.209942885,0.217635329,0.994700418,0.934124539
0h,3h,U66,5.858741925,5.851268498,0.209942885,0.243843627,0.991973013,0.914567858
0h,5h,U66,5.858741925,5.858755301,0.209942885,0.222756813,0.988534391,0.900022899
0h,6.5h,U66,5.858741925,5.919317102,0.209942885,0.199457958,0.985763124,0.905858719
0h,8.5h,U66,5.858741925,5.856802014,0.209942885,0.220079554,0.983992857,0.887850084
0h,10h,U66,5.858741925,5.721121412,0.209942885,0.27911299,0.984507283,0.862891515
0h,11h,U66,5.858741925,5.772431453,0.209942885,0.256205076,0.984816255,0.887479151
0h,1h,yhjX,7.181219796,7.155454448,0.197079121,0.191135772,0.998710269,0.978320822
0h,2h,yhjX,7.181219796,7.332070012,0.197079121,0.180688708,0.994700418,0.934124539
0h,3h,yhjX,7.181219796,7.245164197,0.197079121,0.196304622,0.991973013,0.914567858
0h,5h,yhjX,7.181219796,7.172120987,0.197079121,0.204606449,0.988534391,0.900022899
0h,6.5h,yhjX,7.181219796,7.180866664,0.197079121,0.192946651,0.985763124,0.905858719
0h,8.5h,yhjX,7.181219796,7.114143331,0.197079121,0.195826961,0.983992857,0.887850084
0h,10h,yhjX,7.181219796,7.045565713,0.197079121,0.20400826,0.984507283,0.862891515
0h,11h,yhjX,7.181219796,7.033604247,0.197079121,0.211386998,0.984816255,0.887479151
0h,1h,secB,6.287077018,6.287111838,0.235159762,0.246675391,0.998710269,0.978320822
0h,2h,secB,6.287077018,6.401507139,0.235159762,0.236454927,0.994700418,0.934124539
0h,3h,secB,6.287077018,6.370842076,0.235159762,0.231692755,0.991973013,0.914567858
0h,5h,secB,6.287077018,6.346294003,0.235159762,0.241314834,0.988534391,0.900022899
0h,6.5h,secB,6.287077018,6.424360897,0.235159762,0.217188334,0.985763124,0.905858719
0h,8.5h,secB,6.287077018,6.430226009,0.235159762,0.222050367,0.983992857,0.887850084
0h,10h,secB,6.287077018,6.343356327,0.235159762,0.24052052,0.984507283,0.862891515
0h,11h,secB,6.287077018,6.328342326,0.235159762,0.23520537,0.984816255,0.887479151
0h,1h,secA,5.885930425,5.84673938,0.227963823,0.237480463,0.998710269,0.978320822
0h,2h,secA,5.885930425,5.891243826,0.227963823,0.233831706,0.994700418,0.934124539
0h,3h,secA,5.885930425,5.879639337,0.227963823,0.226477491,0.991973013,0.914567858
0h,5h,secA,5.885930425,5.897942828,0.227963823,0.232046239,0.988534391,0.900022899
0h,6.5h,secA,5.885930425,5.940915986,0.227963823,0.204802133,0.985763124,0.905858719
0h,8.5h,secA,5.885930425,5.885365365,0.227963823,0.227465829,0.983992857,0.887850084
0h,10h,secA,5.885930425,5.767272853,0.227963823,0.269035629,0.984507283,0.862891515
0h,11h,secA,5.885930425,5.79655936,0.227963823,0.263516918,0.984816255,0.887479151
0h,1h,emrE,7.341274463,7.387660825,0.172612682,0.16247038,0.998710269,0.978320822
0h,2h,emrE,7.341274463,7.578916175,0.172612682,0.149246087,0.994700418,0.934124539
0h,3h,emrE,7.341274463,7.502670898,0.172612682,0.145784131,0.991973013,0.914567858
0h,5h,emrE,7.341274463,7.416052794,0.172612682,0.161826783,0.988534391,0.900022899
0h,6.5h,emrE,7.341274463,7.37658959,0.172612682,0.167083314,0.985763124,0.905858719
0h,8.5h,emrE,7.341274463,7.380258971,0.172612682,0.163909397,0.983992857,0.887850084
0h,10h,emrE,7.341274463,7.287788275,0.172612682,0.162823635,0.984507283,0.862891515
0h,11h,emrE,7.341274463,7.248434552,0.172612682,0.180896027,0.984816255,0.887479151
0h,1h,ahpF,5.811090218,5.788893183,0.262681524,0.261786688,0.998710269,0.978320822
0h,2h,ahpF,5.811090218,5.812849957,0.262681524,0.250863146,0.994700418,0.934124539
0h,3h,ahpF,5.811090218,5.80616199,0.262681524,0.250014936,0.991973013,0.914567858
0h,5h,ahpF,5.811090218,5.835825782,0.262681524,0.240357922,0.988534391,0.900022899
0h,6.5h,ahpF,5.811090218,5.862040861,0.262681524,0.225312915,0.985763124,0.905858719
0h,8.5h,ahpF,5.811090218,5.801493631,0.262681524,0.234227659,0.983992857,0.887850084
0h,10h,ahpF,5.811090218,5.70880789,0.262681524,0.266824875,0.984507283,0.862891515
0h,11h,ahpF,5.811090218,5.736561798,0.262681524,0.268950943,0.984816255,0.887479151
0h,1h,tatE,8.073746811,8.080759509,0.177712661,0.150721929,0.998710269,0.978320822
0h,2h,tatE,8.073746811,8.216661168,0.177712661,0.10768036,0.994700418,0.934124539
0h,3h,tatE,8.073746811,8.153017356,0.177712661,0.09152181,0.991973013,0.914567858
0h,5h,tatE,8.073746811,8.098503624,0.177712661,0.091263389,0.988534391,0.900022899
0h,6.5h,tatE,8.073746811,8.125532004,0.177712661,0.08786549,0.985763124,0.905858719
